DN_ID,ID,CODIGO,NOME,INDICATIVO_NAVAL,SIGLA,ENDERECO,BAIRRO,CIDADE,UF,CEP
1.0,10156,91621,FRAGATA GREENHALGH,FGREEN,FGreenhalgh,"ILHA DE MOCANGUÊ, S/Nº",CENTRO,NITERÓI,RJ,24040300
1.0,10331,91624,FRAGATA RADEMAKER,FRADEM,FRademaker,PRAÇA BARÃO DE LADÁRIO S/Nº - ILHA DAS COBRAS,CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10223,91625,CONTRATORPEDEIRO PARÁ,CTPARA,CTPARA,"ILHA DE MOCANGUÊ, S/Nº",CENTRO,NITERÓI,RJ,24049900
1.0,10357,91644,CORVETA FRONTIN,CVFRON,CVFRONTIN,"ILHA DAS COBRAS, S/Nº",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10237,91666,NAVIO DE DESEMBARQUE-DOCA CEARÁ,NDDCEA,NDDCEARA,ILHA DE MOCANGUÊ S/Nº,CENTRO,NITERÓI,RJ,24000000
1.0,10263,91667,NAVIO DE DESEMBARQUE-DOCA RIO DE JANEIRO,NDDRIO,NDDRJANEIRO,"ILHA DE MOCANGUÊ, S/Nº",CENTRO,NITERÓI,RJ,24040300
1.0,10203,91669,NAVIO DE DESEMBARQUE DE CARROS DE COMBATE MATTOSO MAIA,NDCCMM,NDCCMMaia,"ILHA DE MOCANGUÊ, S/Nº - BASE NAVAL DO RIO DE JANEIRO",CENTRO,NITERÓI,RJ,24049900
1.0,10090,91700,COMANDO DA 1ª DIVISÃO DA ESQUADRA,PRIESQ,COMDIV-1,"ILHA DE MOCANGUE, S/Nº",CENTRO,NITERÓI,RJ,24040300
1.0,10369,91904,CENTRO DE MANUTENÇÃO DE EMBARCAÇÕES MIÚDAS,CEMEMI,CMEM,"ILHA DE MOCANGUÊ, S/N",,NITERÓI,RJ,24040300
1.0,10328,95000,COMANDO DA FORÇA DE FUZILEIROS DA ESQUADRA,FUZESQ,ComFFE,RODOVIA WASHINGTON LUIS KM 124 - S/No.,PARQUE DUQUE,DUQUE DE CAXIAS,RJ,25085008
1.0,10040,95100,COMANDO DA DIVISÃO ANFIBIA,DIVANF,ComDivAnf,"TRAVESSA TEOTONIO FREIRE, 64",BANANAL,ILHA DO GOVERNADOR,RJ,21911000
1.0,10054,95104,BATALHÃO DE BLINDADOS DE FUZILEIROS NAVAIS,BATBLI,BtlBldFuzNav,"ESTRADA DO QUILOMBO, S/Nº - BANANAL",ILHA DO GOVERNADOR,RIO DE JANEIRO,RJ,21911016
1.0,10278,95106,BATALHÃO DE COMANDO E CONTROLE,BTLCMC,BtlCmdoCt,RUA MAGNO MARTINS S/Nº - BANCÁRIOS,ILHA DO GOVERNADOR,RIO DE JANEIRO,RJ,21911010
1.0,10217,95310,BATALHAO DE ENGENHARIA DE FUZILEIROS NAVAIS,BTLENG,BtlEngFuzNav,"RODOVIA WASHINGTON LUIZ, KM 124 S/N - PARQUE DUQUE",DUQUE DE CAXIAS,RIO DE JANEIRO,RJ,25085000
4.0,10219,88120,NAVIO-PATRULHA FLUVIAL PEDRO TEIXEIRA,NPFPTX,NPaFluPTeixeira,"BR 319, KM 4,5 - VILA BURITI",DISTRITO INDUSTRIAL,MANAUS,AM,69075510
1.0,10224,91610,COMANDO DO 1º ESQUADRÃO DE ESCOLTA,PRICOL,ComEsqdE-1,"ILHA DE MOCANGUE, S/Nº",CENTRO,NITERÓI,RJ,24040300
1.0,10225,91619,CORVETA JULIO DE NORONHA,CVJULI,CvJNoronha,ILHA DAS COBRAS,CENTRO,RIO DE JANEIRO,RJ,20091000
4.0,10226,84520,SERVIÇO DE SINALIZAÇÃO NAUTICA DA BARRA NORTE DO RIO AMAZONAS,SINBNT,SSN-41,"RUA LUCENA DE AZEVEDO, 75",VILA DANIEL,SANTANA,AP,68925000
3.0,10229,83143,NAVIO-PATRULHA GOIANA,NPAGOI,NPaGoiana,RUA SILVIO PÉLICO S/Nº,ALECRIM,NATAL,RN,59040150
1.0,10232,91668,NAVIO-TANQUE MARAJÓ,NTMRJO,NTMARAJO,"ILHA DE MOCANGUÊ PEQUENO, S/Nº - BASE NAVAL DO RIO DE JANEIRO",CENTRO,NITERÓI,RJ,24049900
1.0,10234,91614,FRAGATA LIBERAL,FLIBER,FLiberal,ILHA DO MOCANGUÊ PEQUENO S/N°,CENTRO,NITERÓI,RJ,24000000
5.0,10236,85600,ESCOLA DE APRENDIZES-MARINHEIROS DE SANTA CATARINA,EAMFPL,EAMSC,"RUA MARINHEIRO MAX SCHRAMM, Nr 3028",ESTREITO,FLORIANÓPOLIS,SC,88095000
1.0,10238,91665,"NAVIO-TANQUE ""ALMIRANTE GASTÃO MOTTA""",NTGMTA,NTAlteGMotta,ILHA DE MOCANGUÊ S/Nº - BASE NAVAL DO RIO DE JANEIRO,CENTRO,NITERÓI,RJ,24040300
1.0,10326,20001,ESTADO-MAIOR DA ARMADA  NO RIO DE JANEIRO,ARMADA,EMA-RIO,"PRAÇA BARÃO DE LADÁRIO, S/Nº PRÉDIO JÚLIO DE NORONHA",CENTRO,RIO DE JANEIRO,RJ,20010000
1.0,10327,95390,COMPANHIA DE POLÍCIA,CIAPOL,CiaPol,"AV. PAIVA, S/Nº",NEVES,SAO GONCALO,RJ,24611970
4.0,10330,84510,CENTRO DE HIDROGRAFIA E NAVEGAÇÃO DO NORTE,CHNNOR,CHN-4,"RODOVIA ARTUR BERNARDES, S/Nº",VAL-DE-CÃES,BELEM,PA,66115000
1.0,10333,10100,TRIBUNAL MARÍTIMO,TRIBAR,TM,"AV. ALFREDO AGACHE, S/Nr",CENTRO,RIO DE JANEIRO,RJ,20021000
1.0,10318,95130,2º BATALHÃO DE INFANTARIA DE FUZILEIROS NAVAIS (BATALHÃO HUMAITÁ),SEGBTI,2ºBtlInfFuzNav,"ESTRADA DO QUILOMBO, S/Nº",BANANAL - I. DO GOVERNADOR,RIO DE JANEIRO,RJ,21911010
1.0,10077,95180,BASE DE FUZILEIROS NAVAIS DA ILHA DO GOVERNADOR,BFNIGO,BFNIG,ESTRADA DO QUILOMBO S/Nº - BANANAL,ILHA DO GOVERNADOR,RIO DE JANEIRO,RJ,21911010
1.0,10201,95320,BATALHÃO LOGISTICO DE FUZILEIROS NAVAIS,BTLLOG,BtlLogFuzNav,Rodovia Washington Luiz - KM 124 - S/Nº,Parque Duque de Caxias,Duque de Caxias,RJ,25085009
1.0,10127,95340,BATALHÃO DE VIATURAS ANFIBIAS,BTLVAN,BtlVtrAnf,"AV.PAIVA, S/Nº",NEVES,SÃO GONÇALO,RJ,24426140
1.0,10239,95370,COMPANHIA DE APOIO AO DESEMBARQUE,CAPDBQ,CIAAPDBQ,"AV. PAIVA, S/Nº - ILHA DAS FLORES",NEVES,SÃO GONÇALO,RJ,24611970
1.0,10371,95380,BASE DE FUZILEIROS NAVAIS DA ILHA DAS FLORES,BFNIFL,BFNIF,"AV. PAIVA, S/Nº - ILHA DAS FLORES",NEVES,SÃO GONÇALO,RJ,24611970
1.0,10354,95400,BATALHÃO DE OPERAÇÕES ESPECIAIS DE FUZILEIROS NAVAIS,BTLOPS,BtlOpEspFuzNav,AV. BRASIL - KM 45 - Nº 44.878 - GUANDU DO SAPÊ,CAMPO GRANDE,RIO DE JANEIRO,RJ,23078001
1.0,10322,95500,BASE DE FUZILEIROS NAVAIS DO RIO MERITI,BFNRME,BFNRM,"RODOVIA WASHINGTON LUIZ, S/N KM 124",PARQUE DUQUE,DUQUE DE CAXIAS,RJ,25085000
1.0,10124,99000,COMANDO DO CONTROLE NAVAL DO TRÁFEGO MARÍTIMO,COTRAM,COMPAAz,"PRAÇA BARÃO DE LADÁRIO, S/No. - ED. ALTE TAMANDARE - 6o. ANDAR",CENTRO,RIO DE JANEIRO,RJ,20091000
7.0,10337,20200,REPRESENTAÇÃO PERMANENTE DO BRASIL JUNTO À ORGANIZAÇÃO MARÍTIMA INTERNACIONAL,RPBIMO,RPB-IMO,170 UPPER RICHMOND ROAD - 3º ANDAR,PUTNEY,LONDRES,,
7.0,10072,70200,COMISSÃO NAVAL BRASILEIRA EM WASHINGTON,NAVUSA,CNBW,"BRASILIAN NAVAL COMMISSION, 5130 - MACARTHUR BOULEVARD N.W.",,WASHINGTON,,
1.0,10056,81000,COMANDO DO 1º DISTRITO NAVAL,PRIDIS,Com1ºDN,"Praça Mauá, 65",Centro,Rio de Janeiro,RJ,20081240
1.0,10245,81402,ESTAÇÃO RÁDIO DA MARINHA NO RIO DE JANEIRO,ERMRIO,ERMRJ,"ESTRADA DO RIO JEQUIÁ, S/Nº - RIBEIRA",ILHA DO GOVERNADOR,RIO DE JANEIRO,RJ,21930160
4.0,10253,84810,CENTRO DE INTENDÊNCIA DA MARINHA EM BELÉM,CITBEL,CeIMBe,RODOVIA ARTHUR BERNARDES S/N  (dentro da BNVC),VAL-DE -CAES,BELÉM,PA,66115300
5.0,10111,85340,CAPITANIA DOS PORTOS DE SANTA CATARINA,CPFPOL,CPSC,"RUA 14 DE JULHO, Nº 440",ESTREITO,FLORIANÓPOLIS,SC,88075010
1.0,10285,95700,BATALHÃO DE COMBATE AÉREO,COMBAE,BtlCmbAe,"ESTRADA DO QUILOMBO, S/Nº - BANANAL",ILHA DO GOVERNADOR,RIO DE JANEIRO,RJ,21911010
1.0,10502,91534,SUBMARINO TIKUNA,SBKUNA,STikuna,Ilha de Mocanguê Grande s/n,Ponta da Areia,Niterói,RJ,24049900
1.0,10364,40300,CENTRO DE ARMAS DA MARINHA,CEARMA,CAM,"ILHA DAS COBRAS, S/Nº -  Ed. 7 do AMRJ",CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,10282,91900,COMANDO DA 2ª DIVISÃO DA ESQUADRA,SEGESQ,COMDIV-2,ILHA DE MOCANGUE,CENTRO,NITERÓI,RJ,24040300
1.0,10002,83141,NAVIO-PATRULHA GUAÍBA,NPAIBA,NPaGuaiba,AV. SILVIO PELICO S/Nº - BASE NAVAL DE NATAL,ALECRIM,NATAL,RN,59040150
1.0,10051,71250,DEPÓSITO DE SOBRESSALENTES DA MARINHA NO RIO DE JANEIRO,DPSOBR,DepSMRJ,"AV. BRASIL, 10500",OLARIA,RIO DE JANEIRO,RJ,21012350
3.0,10071,83310,CAPITANIA DOS PORTOS DE ALAGOAS,CPCEIO,CPAL,"RUA DO URUGUAI, Nº 44",JARAGUÁ,MACEIÓ,AL,57022120
2.0,10097,81313,DELEGACIA FLUVIAL DE PIRAPORA,DLPIRA,DelPirapora,PRAÇA ALMIRANTE TAMANDARÉ Nº 1,CENTRO,PIRAPORA,MG,39270000
6.0,11874,86511,AVISO HIDROCEANOGRÁFICO FLUVIAL CARAVELAS,AVHOCV,AvHoFluCaravelas,"AVENIDA 14 DE MARÇO, S/N",CENTRO,LADÁRIO,MS,79370000
1.0,13116,91671,Embarcação de Desembarque de Carga Geral Marambaia,EDCGMR,EDCGMARAMBAIA,ILHA DE MOCANGUÊ PEQUENO - S/Nº - CENTRO - NITERÓI - RIO DE JANEIRO - RJ - BRASIL,Centro,Niterói,RJ,24040300
1.0,13919,91010,CENTRO DE INTENDÊNCIA DA MARINHA EM NITERÓI,CITNIT,CeIMNi,"ILHA DE MOCANGUÊ, S/Nº",Ponta d'Areia,Niterói,RJ,24040300
7.0,14099,87330,Capitania Fluvial de Goiás,CFGOIA,CFGO,"Rua dois, nº 49, Setor Central, Goiânia-GO",Setor Central,Goiânia,GO,74013020
1.0,14219,95305,"Batalhão de Defesa, Nuclear, Biológica, Química e Radiológica",BDNBQR,BtlDefNBQR,"Avenida Paiva, S/N, Ilha das Flores, Bairro Porto Velho, São",Porto Velho,São,RJ,24426148
1.0,12657,11103,TREINA03,TREINA,TREINA03,,,,,
1.0,12658,11104,TREINA04,TREINA,TREINA04,,,,,
1.0,13979,81314,DELEGACIA FLUVIAL DE FURNAS,DLFURN,DelFurnas,Rua Lavras 288,Furnas,São José,MG,37945000
1.0,11934,66666,CARGA2,CARGA2,CARGA2,,,,,
9.0,11954,88511,"NAVIO HIDROCEANOGRÁFICO FLUVIAL ""RIO BRANCO""",NHFRBR,NHoFluRioBranco,RUA RIO ITAQUAI S/Nº,VILA BURITI,MANAUS,AM,69072080
5.0,13438,85120,Navio de Apoio Oceânico Mearim,NAORIM,NApOcMearim,"Av. Almirante Maximiano Fonseca, 2000",4ª Seção da Barra,Rio Grande,RS,96204040
8.0,13681,89101,COMANDO DO GRUPAMENTO DE PATRULHA NAVAL DO SUL SUDESTE,GPNSSE,COMGPTPATNAVSSE,"AVENIDA CIDADE DE SANTOS, S/N, CAIS DA MARINHA",MACUCO,SANTOS,SP,11015050
1.0,14139,40031,Escola Técnica do Arsenal de Marinha,ETAMRJ,ETAM,"Praça Barão de Ladário, S/N, Edifício 35",Centro,Rio de Janeiro,RJ,20091-0 
9.0,14320,88135,Grupo de Embarcações de Operações Ribeirinha do Amazonas,GEORAM,GrEOpRibAM,Rua Rio Itaquaí - S/N°,Vila Buriti,Manaus,AM,69072080
1.0,14339,91672,Embarcação de Desembarque de Carga Geral Guarapari,EDCGUA,EDCGGuarapari,"Ilha de Mocanguê, S/N",Ponta D'Areia,Niterói,RJ,24049900
1.0,11873,88888,OM NAVIO TESTE CAIXA DE ECONOMIAS,OMNAVC,NAVCAIXEC,,,,,
1.0,12036,12036,CARGA3,CARGA3,CARGA3,,,,,
4.0,13859,84010,1º Esquadrão de Helicópteros de Emprego Geral do Norte,HEPNOR,EsqdHU-41,Rodovia Arthur Bernardes S/N - Val de Cans,Val-de-Cans,Belém,PA,66115000
1.0,14059,91540,BASE DE SUBMARINOS DA ILHA DA MADEIRA,BASNUC,BSIM,"Estrada Prefeito Wilson Pedro Francisco , S/N",Ilha da Madeira,Itaguaí,RJ,23826640
9.0,11994,88510,CENTRO DE HIDROGRAFIA E NAVEGAÇÃO DO NOROESTE,SINNRE,CHN-9,"R RIO ITAQUAI, S/N", VILA BURITI,MANAUS,AM,69072080
1.0,12154,22222,CARGA NAVIO,CNAVIO,CNAVIO,,,,,
1.0,12656,11101,TREINA01,TREINA,TREINA01,,,,,
1.0,12716,11121,TREINA21,TREINA,TREINA21,,,,,
1.0,12717,11122,TREINA22,TREINA,TREINA22,,,,,
1.0,12718,11123,Escola Preparatória de Cadetes da Comlurb,TREINA,EsPCCon,1° DN,Centro,Rio de Janeiro,RJ,
1.0,12720,11125,TREINA25,TREINA,TREINA25,,,,,
1.0,12721,11126,TREINA26,TREINA,TREINA26,,,,,
1.0,12722,11127,TREINA27,TREINA,TREINA27,,,,,
1.0,12723,11128,TREINA28,TREINA,TREINA28,,,,,
1.0,12724,11129,TREINA29,TREINA,TREINA29,,,,,
1.0,12725,11130,TREINA30,TREINA,TREINA30,,,,,
1.0,12727,11131,TREINA31,TREINA,TREINA31,,,,,
1.0,12728,11132,TREINA32,TREINA,TREINA32,,,,,
1.0,13900,51110,Centro de Instrução e Adestramento Almirante Radler de Aquino,CIAARA,CIAARA,Rua Barão de Jaceguay,Ponta da Areia,NITERÓI,RJ,24048900
1.0,12194,51210,Navio de Pesquisa Hidroceanográfico Vital de Oliveira,NPQHVO,NPqHoVitaldeOliveira,"Rua Barão de Jaceguay, S/N°",Ponta da Armação,Niterói,RJ,24048900
1.0,12300,33331,TREINO2,TREINO,TREINO2,WWWWW,WWWW,WWWW,RJ,12457888
1.0,12301,44441,TREINO3,TREINO,TREINO3,QQQQQ,QQQQQQQ,QQQ,RJ,12135547
1.0,12302,55551,TREINO4,TREINO,TREINO4,QQQQ,WQQQQQ,QQQQ,RJ,14477777
1.0,12303,66661,TESTE5,TESTE5,TESTE5,FFFF,WERRR,RRR,RJ,45454528
1.0,12304,77771,TREINO6,TREINO,TREINO6,WWWW,QQQ,QQQ,RJ,12111211
1.0,12305,88881,TESTE7,TESTE7,TESTE7,WWWWW,QQQQQ,QQQ,RJ,1       
1.0,12306,99991,TESTE8,TESTE8,TESTE8,E,E,E,RJ,
1.0,12307,10111,TREINO9,TREINO,TREINO9,,,,,
1.0,12308,10222,TREINO10,TREINO,TREINO10,,,,,
1.0,12310,10333,TREINO11,TREINO,TREINO11,,,,,
1.0,12311,10444,TREINO12,TREINO,TREINO12,,,,,
1.0,13036,20300,DIRETORIA-GERAL DE DESENVOLVIMENTO NUCLEAR E TECNOLÓGICO DA MARINHA - RIO,DRGNUC,DGDNTM,"Av. Professor Lineu Prestes, nº 2468, Cidade Universitária- Butantã - São Paulo-SP",BUTANTÃ,SÃO PAULO,SP,05508000
1.0,13558,81312,Capitania Fluvial de Minas Gerais,CFBELZ,CFMG,Avenida Celso Porfírio Machado 1100,Belvedere,Belo Horizonte,MG,30320400
1.0,14360,33001,Comando do Desenvolvimento Doutrinário do Corpo de Fuzileiros Navais,CDDCFN,CDDCFN-MARAMBAIA,"Rua Magno Martins, S/Nº",Ilha do Governador,Rio de Janeiro,RJ,21911000
1.0,13498,91609,NAVIO-AERÓDROMO MULTIPROPÓSITO ATLÂNTICO,NAMATL,NAMAtlantico,PRAÇA BARÃO DE LADÁRIO S/N - ILHA DAS COBRAS,CENTRO,RIO DE JANEIRO,RJ,20091000
1.0,13939,14100,ESCOLA DE INTELIGÊNCIA DA MARINHA,NIESIM,EsIMar,"Rua Mayrink Veiga, nº 28",Centro,Rio de Janeiro,RJ,20090050
1.0,13940,40014,Centro Logístico do Material da Marinha,LOGMAT,CLogMat,"Rua Primeiro de Março, nº 118 - 21º e 23º andares",Centro,Rio de Janeiro,RJ,20010-00
5.0,12876,85121,POLICLÍNICA NAVAL DE RIO GRANDE,PCLNRG,PNRG,RUA ALMIRANTE GARNIER - 84,VILA MILITAR,RIO GRANDE,RS,96201230
8.0,13298,42040,CENTRO DE DESENVOLVIMENTO DE SUBMARINOS,CEDSUB,CDSub,"AV. PROFESSOR LINEU PRESTES, 2468, CTMSP - CIDADE UNIVERSITÁRIA DA USP",BUTANTÃ,SÃO PAULO,SP,05508000
1.0,12729,11136,TREINA36,TREINA,TREINA36,,,,,
1.0,12732,11137,TREINA37,TREINA,TREINA37,,,,,
1.0,13277,20305,CENTRO TECNOLÓGICO DA MARINHA NO RIO DE JANEIRO,CTEMRJ,CTMRJ,,CENTRO, RIO DE JANEIRO,RJ,20091000
1.0,13518,71202,CENTRO DE DISTRIBUIÇÃO DE UNIFORMES DA BASE DE ABASTECIMENTO DA MARINHA,CDUBAM,CDUBAMRJ,Avenida Brasil 10.500,Penha,RIO DE JANEIRO,RJ,21012350
1.0,14182,40002,Coordenadoria-Geral do Programa de Desenvolvimento de Submarino,CGPSPN,COGESN,Ilha das Cobras - s/nº - Edifício 26 - 3º e 4º andar,CENTRO,RIO DE JANEIRO,RJ,20180001
8.0,13839,89510,SERVIÇO DE SINALIZAÇÃO NÁUTICA DO SUL-SUDESTE,SINSSE,SSN-8,"RUA BENJAMIN CONSTANT,707",CENTRO HISTÓRICO,PARANAGUÁ,PR,83203190
4.0,13578,84126,Navio de Apoio Oceânico Iguatemi,NAOEMI,NApOcIguatemi,"Rodovia Arthur Bernardes, S/Nº",Base Naval de Val-de-Cães,Belém,PA,66115000
4.0,14279,84127,Grupo de Embarcações de Operações Ribeirinhas do Norte,GEORNO,GrEOpRibN,"Rodovia Arthur Bernardes, s/n°, Complexo Naval de Val de",Val de Cães,Belém,PA,66110300
1.0,13297,30010,"Comando de Proteção e Defesa, Nuclear, Biológica, Química e",CPROTM,CProtDefNBQRM,"Fortaleza de São José, Ilha das Cobras, S/Nº",Centro,Rio de Janeiro,RJ,20091000
1.0,13418,81123,Navio de Apoio Oceânico Purus,NAORUS,NApOcPurus,"Ilha de Mocanguê Grande, s/nº,",ILHA DE MOCANGUÊ,NITEROÍ,RJ,24040-30
1.0,13739,71201,Centro de Distribuição de Uniformes do Comando do 1º Distrito Naval,CDUPRI,CDU-1ºDN,Praça Barão de Ladário S/N,Centro,Rio de Janeiro,RJ,20091000
1.0,14340,91673,EMBARCAÇÃO DE DESEMBARQUE DE CARGA GERAL TAMBAÚ,EDCGTA,EDCGTambau,"Ilha de Mocanguê, S/N",Ponta D'Areia,Niterói,RJ,24049400
1.0,12274,33333,TREINO,TREINO,TREINO,A,A,A,RJ,24000000
1.0,14160,20400,Instituto Naval de Pós-Graduação,NIINPG,INPG,"Praça Barão de Ladário, s/nº, Centro, Rio de Janeiro, RJ",Centro,Rio de Janeiro,RJ,21910000
1.0,12275,44444,TREINO1,TREINO,TREINO1,AAAAAAA,AAAAA,AAAA,RJ,24000000
